x1,y1,x2,y2,type
172,76,316,218,sedan
172,76,317,219,sedan
173,76,316,219,sedan
177,58,329,210,sedan
171,28,305,150,sedan
158,69,305,191,sedan
195,70,337,201,sedan
194,69,337,202,sedan
232,76,381,217,sedan
234,76,380,219,sedan
232,76,381,217,sedan
192,34,321,155,sedan
242,107,403,282,sedan
242,107,403,284,sedan
96,54,231,183,sedan
168,57,312,193,sedan
167,56,312,191,sedan
120,79,271,224,sedan
146,82,286,229,sedan
209,64,342,200,sedan
164,64,308,200,sedan
150,17,273,130,sedan
150,18,273,132,sedan
122,3,260,144,suv
210,78,363,231,sedan
143,53,279,190,sedan
141,45,276,166,sedan
203,33,331,157,sedan
158,38,295,161,sedan
157,38,295,161,sedan
156,38,294,161,sedan
120,56,268,193,sedan
175,50,310,180,sedan
131,24,258,144,sedan
204,46,338,173,sedan
225,62,369,195,sedan
207,62,364,222,sedan
185,66,339,217,sedan
184,68,340,217,sedan
185,68,339,216,sedan
233,44,379,186,sedan
116,43,246,170,sedan
198,58,331,186,sedan
223,23,361,150,sedan
162,3,309,159,microbus
208,89,357,233,sedan
155,13,281,129,sedan
155,12,281,129,sedan
156,11,279,129,sedan
203,65,352,201,sedan
140,53,289,188,sedan
140,54,288,188,sedan
140,53,287,187,sedan
122,60,278,211,sedan
114,41,241,157,sedan
138,18,285,170,suv
138,20,286,171,suv
138,21,285,172,suv
239,59,381,185,sedan
192,50,336,178,sedan
171,84,338,245,sedan
214,102,369,265,sedan
215,102,369,267,sedan
251,103,399,250,sedan
113,41,254,170,sedan
114,41,253,170,sedan
115,41,254,170,sedan
114,41,253,170,sedan
114,41,253,172,sedan
114,41,253,170,sedan
148,69,304,225,sedan
148,69,305,224,sedan
142,28,274,154,sedan
142,28,275,154,sedan
142,28,275,154,sedan
187,82,340,240,sedan
150,14,291,162,suv
221,68,364,202,sedan
282,72,416,211,sedan
164,33,294,156,sedan
163,33,293,154,sedan
0,85,149,230,sedan
102,80,253,222,sedan
102,78,254,222,sedan
84,80,236,235,sedan
130,62,264,189,sedan
131,63,264,191,sedan
130,61,264,192,sedan
242,64,391,202,sedan
111,56,249,191,sedan
111,58,249,192,sedan
112,58,248,189,sedan
177,41,307,167,sedan
178,41,308,170,sedan
178,42,307,167,sedan
115,39,248,168,sedan
115,38,248,168,sedan
116,39,248,168,sedan
231,60,375,191,sedan
138,56,282,192,sedan
238,84,385,226,sedan
121,19,250,136,sedan
113,60,249,195,sedan
195,39,334,159,sedan
199,62,338,195,sedan
272,102,416,259,sedan
182,26,316,154,sedan
182,48,321,172,sedan
252,90,400,229,sedan
239,79,382,212,sedan
266,123,416,291,sedan
204,27,342,159,sedan
207,58,361,207,sedan
142,53,285,177,sedan
173,53,306,168,sedan
195,76,341,214,sedan
196,73,341,214,sedan
195,75,341,217,sedan
144,32,275,157,sedan
144,33,276,154,sedan
144,33,275,155,sedan
244,88,396,233,sedan
243,88,396,233,sedan
242,89,396,232,sedan
149,20,280,142,sedan
149,21,281,143,sedan
207,35,346,165,sedan
157,84,309,229,sedan
163,84,314,234,sedan
162,84,314,231,sedan
164,84,313,234,sedan
252,101,408,256,sedan
277,86,416,230,sedan
163,88,313,239,sedan
163,87,313,239,sedan
134,35,264,157,sedan
209,76,365,237,sedan
207,76,365,235,sedan
274,101,416,253,sedan
217,84,363,228,sedan
135,78,288,224,sedan
136,78,288,222,sedan
151,47,286,180,sedan
170,60,317,197,sedan
171,60,317,197,sedan
170,60,317,198,sedan
180,82,337,228,sedan
131,59,278,196,sedan
131,59,277,197,sedan
205,39,339,165,sedan
207,39,339,165,sedan
206,39,340,164,sedan
145,54,282,185,sedan
151,12,281,132,sedan
84,46,221,180,sedan
144,28,291,170,sedan
198,69,356,209,sedan
137,74,298,227,sedan
88,55,232,195,sedan
126,53,284,207,sedan
171,38,304,159,sedan
171,37,304,161,sedan
171,37,304,161,sedan
157,66,313,221,sedan
144,55,292,192,sedan
180,59,310,191,sedan
228,86,384,234,sedan
228,86,384,234,sedan
253,82,399,223,sedan
241,73,387,210,sedan
209,58,343,184,sedan
143,39,280,189,microbus
148,26,306,195,microbus
139,39,276,168,sedan
141,39,277,168,sedan
180,55,319,191,sedan
155,28,285,157,sedan
154,28,285,154,sedan
149,106,301,260,sedan
217,27,373,193,sedan
244,94,399,249,sedan
205,69,360,222,sedan
192,60,340,195,sedan
194,60,340,194,sedan
153,38,282,162,sedan
208,64,341,189,sedan
259,125,416,288,sedan
208,69,345,192,sedan
201,49,336,180,sedan
115,67,267,211,sedan
114,69,267,208,sedan
116,69,266,209,sedan
160,62,308,202,sedan
238,76,381,215,sedan
239,76,381,217,sedan
261,71,405,220,sedan
176,45,306,172,sedan
156,29,291,154,sedan
120,89,268,242,sedan
119,89,268,242,sedan
141,68,289,224,sedan
152,88,306,241,sedan
153,88,305,240,sedan
152,88,305,239,sedan
172,64,318,209,sedan
178,48,323,182,sedan
136,19,264,132,sedan
134,19,264,132,sedan
135,19,264,133,sedan
221,91,369,242,sedan
186,45,321,172,sedan
92,51,229,173,sedan
270,102,416,258,sedan
189,46,323,172,sedan
189,46,322,175,sedan
192,67,343,222,sedan
103,54,250,192,sedan
107,53,264,201,sedan
164,58,307,196,sedan
166,43,300,170,sedan
166,44,301,171,sedan
165,44,301,172,sedan
161,66,303,201,sedan
212,59,350,188,sedan
218,47,378,195,sedan
90,65,242,202,sedan
139,17,269,135,sedan
138,16,268,136,sedan
231,121,394,280,sedan
182,19,331,184,suv
281,79,416,220,sedan
131,33,263,150,sedan
123,28,254,151,sedan
179,49,318,172,sedan
266,111,416,276,sedan
159,53,299,187,sedan
188,44,320,170,sedan
187,46,320,169,sedan
150,51,280,173,sedan
150,52,282,172,sedan
213,51,353,177,sedan
252,66,397,199,sedan
240,95,386,241,sedan
261,107,416,265,sedan
153,77,321,247,sedan
175,35,309,165,sedan
174,35,309,165,sedan
171,41,305,171,sedan
230,94,384,241,sedan
248,94,397,241,sedan
129,25,262,148,sedan
258,83,407,226,sedan
231,82,378,227,sedan
182,53,333,190,sedan
116,45,249,170,sedan
117,45,249,172,sedan
114,44,249,170,sedan
116,44,249,170,sedan
131,37,266,159,sedan
132,37,266,161,sedan
132,36,267,163,sedan
184,55,323,182,sedan
263,100,415,261,sedan
182,53,316,174,sedan
217,53,354,195,sedan
192,67,336,209,sedan
154,39,285,176,sedan
153,39,285,175,sedan
216,45,359,195,sedan
202,58,336,195,sedan
209,64,347,204,sedan
221,105,380,261,sedan
222,62,372,220,sedan
281,94,416,247,sedan
207,59,344,202,sedan
246,58,382,194,sedan
157,108,330,294,sedan
182,85,334,238,sedan
198,63,340,202,sedan
230,58,367,200,sedan
191,44,325,182,sedan
282,90,416,243,sedan
166,69,300,215,sedan
224,118,377,284,sedan
209,66,355,222,sedan
102,59,260,224,sedan
200,75,346,225,sedan
213,47,361,202,sedan
178,48,315,175,sedan
178,47,315,174,sedan
129,30,259,162,sedan
210,51,361,192,sedan
212,53,361,193,sedan
228,90,389,251,sedan
95,43,214,177,sedan
95,43,214,177,sedan
151,6,299,165,microbus
130,66,279,202,sedan
179,42,315,174,sedan
39,68,186,203,sedan
186,89,348,258,sedan
188,90,349,256,sedan
175,62,338,216,sedan
248,120,416,285,sedan
172,51,311,187,sedan
260,116,416,273,sedan
162,17,292,129,sedan
152,55,291,186,sedan
142,29,275,151,sedan
227,66,370,199,sedan
112,65,249,204,sedan
112,66,248,203,sedan
202,54,339,179,sedan
228,65,370,197,sedan
159,39,295,169,sedan
273,79,414,226,sedan
196,50,338,174,sedan
248,102,409,255,sedan
250,101,410,258,sedan
239,120,416,300,sedan
254,86,414,240,sedan
35,82,189,225,sedan
205,103,362,263,sedan
122,44,279,190,sedan
92,80,241,225,sedan
91,82,241,227,sedan
228,58,368,185,sedan
159,82,309,230,sedan
188,64,332,200,sedan
201,63,344,193,sedan
166,83,317,223,sedan
167,84,317,224,sedan
170,82,318,227,sedan
142,58,289,193,sedan
142,58,289,191,sedan
144,58,289,191,sedan
202,64,341,202,sedan
162,123,331,291,sedan
108,58,249,193,sedan
177,65,311,188,sedan
275,94,416,249,sedan
246,88,398,239,sedan
253,73,394,213,sedan
174,20,306,146,sedan
251,85,407,242,sedan
140,38,277,173,sedan
128,28,260,145,sedan
249,82,395,252,sedan
159,53,297,187,sedan
168,57,308,192,sedan
222,86,369,230,sedan
262,42,394,161,sedan
231,86,379,252,sedan
128,45,248,177,sedan
128,46,250,176,sedan
128,66,260,203,sedan
180,48,325,186,sedan
191,46,327,171,sedan
217,109,391,283,sedan
265,119,416,289,sedan
239,118,403,279,sedan
110,64,255,206,sedan
157,33,287,156,sedan
163,9,313,170,microbus
252,87,399,232,sedan
241,79,391,222,sedan
240,80,391,225,sedan
154,53,289,184,sedan
153,33,288,152,sedan
109,59,265,204,sedan
205,68,349,198,sedan
181,60,318,194,sedan
172,41,309,174,sedan
172,40,309,174,sedan
200,65,355,221,sedan
200,66,355,221,sedan
245,85,389,227,sedan
154,88,305,234,sedan
269,105,415,254,sedan
268,105,416,256,sedan
268,106,416,255,sedan
176,47,309,171,sedan
225,69,377,225,sedan
124,68,264,210,sedan
123,68,264,211,sedan
226,86,371,246,sedan
222,83,372,245,sedan
226,86,371,245,sedan
129,24,259,139,sedan
128,26,258,141,sedan
188,63,334,206,sedan
230,129,383,292,sedan
182,37,315,159,sedan
157,93,313,234,sedan
132,15,260,132,sedan
238,81,392,231,sedan
172,62,313,200,sedan
174,62,318,201,sedan
234,58,391,211,sedan
148,71,282,211,sedan
142,69,285,206,sedan
141,70,286,205,sedan
246,120,413,287,sedan
249,118,413,286,sedan
244,71,405,239,sedan
230,90,386,242,sedan
169,38,299,166,suv
125,10,259,152,microbus
160,41,297,166,sedan
161,41,297,168,sedan
246,82,395,245,sedan
171,57,310,189,sedan
171,57,310,188,sedan
172,56,310,189,sedan
78,54,211,180,sedan
78,55,210,179,sedan
78,53,212,181,sedan
210,77,365,225,sedan
127,46,267,177,sedan
265,73,416,213,sedan
236,67,385,204,sedan
168,91,319,244,sedan
164,2,301,142,suv
165,2,301,144,suv
178,39,313,156,sedan
126,62,285,208,sedan
192,80,350,228,sedan
218,78,369,220,sedan
144,39,276,164,sedan
181,45,328,183,sedan
256,110,415,268,sedan
257,111,415,268,sedan
257,111,416,266,sedan
234,58,368,183,sedan
216,84,382,242,sedan
199,59,342,204,sedan
212,19,349,167,suv
218,64,355,194,sedan
252,117,416,283,sedan
261,106,416,264,sedan
245,111,404,262,sedan
123,54,257,179,sedan
148,41,283,168,sedan
164,56,304,191,sedan
164,34,286,168,sedan
204,20,335,143,sedan
87,66,226,191,sedan
89,66,226,192,sedan
170,74,319,220,sedan
167,69,305,206,sedan
169,68,306,207,sedan
168,68,304,206,sedan
133,70,275,207,sedan
96,78,253,227,sedan
238,120,400,285,sedan
157,45,299,179,sedan
238,5,373,139,sedan
138,81,278,230,sedan
232,109,379,260,sedan
221,80,377,238,sedan
220,80,375,239,sedan
216,82,366,221,sedan
241,80,388,225,sedan
267,105,416,262,sedan
254,99,407,258,sedan
167,35,307,164,sedan
221,82,377,229,sedan
222,83,376,229,sedan
223,83,375,229,sedan
217,60,350,184,sedan
202,38,335,167,sedan
200,38,336,167,sedan
232,95,385,240,sedan
186,0,333,164,suv
186,1,334,163,suv
135,56,279,191,sedan
135,56,279,191,sedan
214,76,345,200,sedan
168,62,339,252,suv
218,55,375,227,sedan
101,80,254,232,sedan
100,80,256,232,sedan
187,43,323,172,sedan
242,88,401,238,sedan
190,65,318,194,sedan
236,105,405,275,sedan
167,36,304,159,sedan
219,62,372,217,sedan
257,45,385,194,microbus
140,28,267,142,sedan
142,27,267,141,sedan
245,83,395,230,sedan
243,73,385,203,sedan
192,42,332,176,sedan
163,49,302,184,sedan
185,52,328,190,sedan
201,66,354,222,sedan
203,66,354,220,sedan
128,78,271,220,sedan
198,61,351,207,sedan
182,61,325,195,sedan
182,60,325,197,sedan
152,41,282,166,sedan
123,72,272,222,sedan
257,92,407,240,sedan
256,93,407,242,sedan
195,56,340,195,sedan
191,56,337,192,sedan
148,32,283,161,sedan
147,33,282,161,sedan
250,77,403,235,sedan
115,0,244,133,sedan
188,33,308,142,sedan
249,90,397,232,sedan
238,130,407,303,sedan
177,72,327,202,sedan
140,24,275,147,sedan
208,51,335,167,sedan
148,66,292,201,sedan
146,65,292,202,sedan
232,82,387,227,sedan
223,55,372,203,sedan
225,55,372,204,sedan
192,92,347,244,sedan
194,93,347,243,sedan
236,73,385,222,sedan
235,73,385,220,sedan
222,84,375,238,sedan
199,91,340,232,sedan
144,61,297,217,sedan
244,73,403,230,sedan
185,74,322,205,sedan
275,98,416,248,sedan
155,58,285,176,sedan
163,19,292,146,sedan
195,80,353,246,sedan
236,109,397,281,sedan
154,59,287,185,sedan
198,72,337,215,sedan
194,72,340,222,sedan
205,86,354,244,sedan
146,77,287,214,sedan
146,78,286,213,sedan
174,50,312,186,sedan
147,35,286,161,sedan
189,70,333,211,sedan
189,69,332,213,sedan
123,62,266,199,sedan
195,45,329,164,sedan
231,92,400,260,sedan
204,62,346,191,sedan
223,42,373,189,sedan
197,62,335,189,sedan
198,62,335,187,sedan
252,40,396,185,sedan
129,26,260,147,sedan
128,27,260,147,sedan
203,65,357,216,sedan
189,27,324,156,sedan
199,90,351,241,sedan
144,49,290,184,sedan
143,49,290,186,sedan
142,49,289,182,sedan
256,38,395,170,sedan
225,105,395,280,sedan
212,25,354,157,sedan
231,96,389,268,sedan
160,76,321,237,sedan
209,84,365,242,sedan
191,55,325,179,sedan
157,44,286,167,sedan
156,44,285,166,sedan
9,99,167,245,sedan
178,46,314,172,sedan
179,46,314,172,sedan
84,62,222,202,sedan
84,64,222,203,sedan
185,59,356,247,suv
186,60,357,247,suv
258,67,416,227,sedan
194,60,343,213,sedan
239,59,377,182,sedan
248,89,402,240,sedan
249,87,403,238,sedan
139,83,290,233,sedan
228,46,389,227,microbus
231,41,381,184,sedan
216,77,363,243,sedan
249,60,390,217,sedan
206,37,355,183,sedan
205,64,363,220,sedan
275,105,416,253,sedan
212,59,358,203,sedan
210,60,358,200,sedan
164,33,294,155,sedan
231,78,387,238,sedan
188,47,335,195,sedan
194,15,331,149,sedan
163,19,293,139,sedan
231,33,386,177,sedan
276,75,416,229,sedan
268,78,416,222,sedan
285,89,416,225,sedan
208,83,372,247,sedan
16,120,186,274,sedan
94,55,235,177,sedan
63,53,204,184,sedan
206,47,335,165,sedan
180,51,340,199,sedan
100,104,257,251,sedan
219,19,351,150,sedan
215,83,361,219,sedan
199,89,371,254,sedan
158,62,300,198,sedan
170,76,321,217,sedan
145,102,318,270,sedan
120,36,272,171,sedan
210,34,343,170,sedan
206,68,361,222,sedan
240,80,380,222,sedan
164,79,320,219,sedan
212,82,355,217,sedan
258,96,415,254,sedan
182,78,337,224,sedan
109,51,250,179,sedan
182,49,325,182,sedan
223,94,378,247,sedan
223,94,377,248,sedan
193,93,341,245,sedan
174,35,301,161,sedan
173,35,302,163,sedan
271,98,414,252,sedan
272,98,415,250,sedan
192,76,347,225,sedan
193,77,347,223,sedan
144,56,289,191,sedan
162,55,304,181,sedan
140,52,285,184,sedan
175,43,314,168,sedan
116,58,246,195,sedan
112,41,262,184,sedan
184,54,346,204,sedan
235,58,388,209,sedan
246,92,408,263,sedan
162,41,304,165,sedan
189,61,341,202,sedan
252,78,396,222,sedan
232,77,391,233,sedan
233,76,391,234,sedan
50,65,207,235,suv
198,46,338,174,sedan
198,46,338,172,sedan
261,69,401,232,sedan
275,107,416,265,sedan
177,82,327,227,sedan
222,88,369,249,sedan
224,88,368,249,sedan
155,20,286,135,sedan
195,69,336,210,sedan
186,51,322,177,sedan
233,53,395,229,suv
236,60,371,186,sedan
185,50,333,195,sedan
227,84,377,240,sedan
244,53,397,201,sedan
243,52,399,203,sedan
153,58,283,188,sedan
282,111,416,262,sedan
216,41,349,170,sedan
221,84,378,249,sedan
221,83,378,250,sedan
191,38,321,164,sedan
239,64,383,194,sedan
174,50,302,168,sedan
210,10,330,138,sedan
249,96,411,261,sedan
263,111,416,272,sedan
174,26,307,144,sedan
155,93,314,251,sedan
168,64,313,197,sedan
249,84,399,222,sedan
172,111,344,281,sedan
221,46,375,184,sedan
117,55,253,182,sedan
161,17,289,132,sedan
232,53,381,203,sedan
232,52,382,203,sedan
234,66,373,208,sedan
194,51,322,172,sedan
206,92,364,253,sedan
205,55,345,189,sedan
202,58,343,193,sedan
144,26,267,143,sedan
195,63,332,200,sedan
214,62,352,209,sedan
215,62,353,210,sedan
57,92,207,238,sedan
167,62,304,194,sedan
232,49,374,182,sedan
124,37,254,157,sedan
140,26,263,140,sedan
231,76,382,211,sedan
149,33,286,152,sedan
185,106,350,277,sedan
90,100,245,250,sedan
89,99,244,250,sedan
90,98,244,249,sedan
155,74,303,227,sedan
194,45,330,174,sedan
194,45,330,174,sedan
151,39,283,167,sedan
113,94,264,248,sedan
225,112,394,280,sedan
266,83,416,247,sedan
266,82,416,250,sedan
205,75,364,227,sedan
259,80,408,225,sedan
168,29,292,148,sedan
167,29,293,148,sedan
212,72,351,208,sedan
212,72,352,206,sedan
212,73,353,207,sedan
172,46,303,171,sedan
242,97,397,242,sedan
243,97,398,243,sedan
142,44,277,168,sedan
189,58,321,179,sedan
216,87,368,230,sedan
162,38,296,163,sedan
245,66,392,204,sedan
166,41,313,184,sedan
168,40,313,183,sedan
194,97,354,249,sedan
194,100,355,247,sedan
160,65,308,197,sedan
57,65,205,204,sedan
181,74,332,213,sedan
146,62,285,189,sedan
245,102,404,269,sedan
204,44,340,172,sedan
192,66,338,215,sedan
191,66,336,217,sedan
193,67,336,215,sedan
216,84,373,245,sedan
217,87,373,243,sedan
244,106,403,264,sedan
238,93,391,252,sedan
179,62,321,195,sedan
178,62,321,194,sedan
208,46,353,182,sedan
194,71,340,210,sedan
194,72,339,211,sedan
140,13,270,130,sedan
198,94,351,244,sedan
166,42,307,172,sedan
170,53,314,187,sedan
170,53,314,186,sedan
224,73,382,234,sedan
225,72,382,232,sedan
134,15,258,140,sedan
225,65,374,211,sedan
227,77,392,236,sedan
151,20,279,139,sedan
152,21,279,140,sedan
151,21,279,136,sedan
92,39,217,148,sedan
89,50,225,176,sedan
89,50,226,175,sedan
242,58,381,185,sedan
242,57,380,186,sedan
188,129,337,296,sedan
196,83,329,225,sedan
196,59,342,197,sedan
225,121,391,280,sedan
138,58,275,191,sedan
139,35,276,161,sedan
145,96,307,261,sedan
145,95,306,259,sedan
172,4,297,129,sedan
156,28,304,182,suv
168,58,321,214,sedan
160,53,304,192,sedan
173,84,343,244,sedan
157,47,295,174,sedan
159,46,295,175,sedan
158,47,294,176,sedan
244,87,395,233,sedan
186,52,328,177,sedan
201,45,344,168,sedan
71,81,220,225,sedan
72,80,221,226,sedan
220,64,371,211,sedan
220,64,371,209,sedan
176,32,312,157,sedan
153,28,279,141,sedan
152,27,279,141,sedan
25,111,186,271,sedan
252,90,407,237,sedan
250,89,407,237,sedan
194,73,343,213,sedan
135,62,266,196,sedan
133,26,263,161,suv
199,94,360,260,sedan
200,94,359,262,sedan
240,73,391,214,sedan
144,21,271,138,sedan
178,78,333,235,sedan
178,76,333,235,sedan
79,69,217,202,sedan
78,67,218,202,sedan
259,93,411,240,sedan
173,53,321,190,sedan
172,53,320,193,sedan
250,70,388,197,sedan
250,101,406,250,sedan
190,107,355,263,sedan
264,111,416,269,sedan
185,62,325,193,sedan
210,51,352,177,sedan
184,47,322,179,sedan
183,48,322,177,sedan
238,75,386,213,sedan
200,99,347,245,sedan
244,45,384,170,sedan
139,103,301,249,sedan
204,83,380,250,sedan
199,119,375,298,sedan
1,131,160,300,sedan
217,54,353,184,sedan
185,44,334,191,sedan
40,76,192,222,sedan
40,76,191,222,sedan
257,70,395,197,sedan
149,80,295,234,sedan
234,80,373,217,sedan
196,67,336,205,sedan
199,62,349,218,sedan
176,75,330,220,sedan
204,88,349,230,sedan
177,60,315,184,sedan
141,1,265,129,suv
184,59,323,183,sedan
145,39,288,170,sedan
208,83,360,226,sedan
167,51,300,176,sedan
168,51,300,175,sedan
57,79,212,225,sedan
192,68,329,194,sedan
155,13,279,125,sedan
235,77,395,238,sedan
223,76,369,219,sedan
192,62,336,211,sedan
259,52,415,197,sedan
177,31,310,154,sedan
178,30,310,154,sedan
231,51,369,172,sedan
206,75,363,225,sedan
31,88,182,238,sedan
210,107,367,272,sedan
222,62,365,188,sedan
162,68,308,204,sedan
245,60,387,204,sedan
244,60,386,203,sedan
217,78,368,214,sedan
162,73,309,239,sedan
223,43,371,187,sedan
180,47,319,177,sedan
181,48,319,179,sedan
205,55,340,177,sedan
199,26,332,147,sedan
227,80,379,221,sedan
190,118,355,274,sedan
210,53,340,177,sedan
17,75,157,211,sedan
186,59,328,193,sedan
185,59,328,192,sedan
204,97,366,247,sedan
242,91,390,238,sedan
261,132,414,291,sedan
276,88,416,241,sedan
238,106,387,254,sedan
238,105,388,254,sedan
256,81,416,248,sedan
275,89,416,236,sedan
231,124,385,288,sedan
52,120,208,270,sedan
271,80,416,234,sedan
213,55,349,175,sedan
214,55,349,177,sedan
186,119,355,299,sedan
208,41,376,234,suv
220,48,365,206,sedan
220,48,365,206,sedan
134,58,277,194,sedan
195,19,318,126,sedan
150,41,282,171,sedan
261,96,416,250,sedan
176,57,305,190,sedan
221,51,360,177,sedan
157,58,291,192,sedan
210,80,361,235,sedan
212,79,361,235,sedan
257,78,400,227,sedan
108,85,245,227,sedan
245,69,397,226,sedan
245,70,396,225,sedan
253,89,404,242,sedan
116,55,260,186,sedan
212,107,368,260,sedan
67,129,231,299,sedan
264,101,416,261,sedan
172,55,310,182,sedan
136,68,296,220,sedan
271,69,404,199,sedan
206,51,346,182,sedan
102,46,244,173,sedan
226,71,376,205,sedan
153,35,291,160,sedan
252,90,411,247,sedan
196,72,339,211,sedan
196,81,340,213,sedan
170,106,328,265,sedan
262,83,416,231,sedan
163,59,295,190,sedan
163,58,295,191,sedan
163,60,293,191,sedan
152,73,296,215,sedan
256,67,401,204,sedan
243,60,397,209,sedan
49,115,206,280,sedan
167,88,322,256,sedan
258,58,396,189,sedan
203,80,354,226,sedan
203,81,353,227,sedan
177,53,317,182,sedan
220,92,369,236,sedan
175,73,305,207,sedan
135,49,268,179,sedan
227,108,387,260,sedan
220,82,376,225,sedan
168,55,304,180,sedan
177,98,330,250,sedan
177,98,330,248,sedan
173,51,309,181,sedan
171,51,309,184,sedan
123,80,271,232,sedan
122,80,270,233,sedan
112,36,255,174,sedan
177,43,308,172,sedan
212,91,359,235,sedan
159,45,302,176,sedan
159,45,302,175,sedan
157,44,288,172,sedan
200,55,337,204,sedan
189,66,334,198,sedan
190,65,334,199,sedan
189,66,334,200,sedan
105,26,240,157,sedan
275,60,416,194,sedan
230,51,369,174,sedan
253,68,387,202,sedan
226,44,357,168,sedan
227,45,359,167,sedan
55,88,199,221,sedan
185,83,323,225,sedan
184,83,322,226,sedan
185,83,322,225,sedan
134,85,279,232,sedan
238,63,390,218,sedan
209,53,348,179,sedan
222,44,373,186,sedan
251,121,409,282,sedan
254,128,416,296,sedan
254,128,416,294,sedan
66,69,203,198,sedan
152,55,291,184,sedan
152,55,291,185,sedan
152,55,291,185,sedan
146,73,290,211,sedan
146,73,290,213,sedan
204,61,344,190,sedan
155,55,302,186,sedan
141,63,295,210,sedan
257,96,413,246,sedan
214,96,371,254,sedan
188,73,332,211,sedan
150,33,277,157,sedan
230,47,379,186,sedan
214,77,357,222,sedan
200,89,340,235,sedan
253,129,406,294,sedan
99,33,230,161,sedan
271,64,412,203,sedan
271,63,413,205,sedan
78,77,226,217,sedan
275,109,416,269,sedan
200,63,343,191,sedan
213,74,359,209,sedan
234,60,377,202,sedan
181,48,335,191,sedan
234,28,375,164,sedan
125,29,252,150,sedan
125,28,251,148,sedan
181,82,335,234,sedan
211,21,351,154,sedan
272,70,416,205,sedan
145,82,317,247,sedan
196,55,331,175,sedan
181,40,315,156,sedan
265,94,416,247,sedan
159,39,292,158,sedan
159,39,291,159,sedan
158,48,312,202,sedan
258,69,401,203,sedan
149,23,277,139,sedan
195,65,342,203,sedan
195,64,342,203,sedan
235,89,389,242,sedan
207,60,351,194,sedan
199,53,345,202,sedan
163,39,297,166,sedan
92,97,270,270,sedan
155,57,295,182,sedan
186,61,326,184,sedan
280,74,416,212,sedan
226,44,359,166,sedan
206,43,343,161,sedan
198,51,333,175,sedan
272,116,416,281,sedan
173,53,311,182,sedan
178,55,319,187,sedan
148,82,303,240,sedan
134,37,259,156,sedan
133,37,259,156,sedan
134,37,259,155,sedan
190,39,322,168,sedan
210,74,361,208,sedan
235,30,375,161,sedan
186,50,322,175,sedan
186,50,322,176,sedan
10,100,175,246,sedan
176,76,331,218,sedan
175,77,331,218,sedan
194,48,332,176,sedan
137,62,292,233,sedan
203,33,351,177,sedan
238,55,376,181,sedan
191,60,334,190,sedan
192,59,334,191,sedan
267,97,416,256,sedan
238,105,392,260,sedan
212,26,365,177,suv
168,71,314,211,sedan
167,64,315,195,sedan
173,58,322,193,sedan
174,60,322,193,sedan
129,19,259,143,sedan
130,19,259,145,sedan
185,49,325,182,sedan
167,64,308,207,sedan
38,98,194,251,sedan
145,45,276,175,sedan
193,35,323,163,sedan
105,66,245,203,sedan
167,53,305,179,sedan
240,114,401,274,sedan
227,101,386,267,sedan
252,60,394,207,sedan
252,60,395,209,sedan
182,63,325,197,sedan
182,62,325,195,sedan
182,62,324,195,sedan
236,45,386,195,sedan
177,107,324,279,sedan
177,107,323,278,sedan
176,62,324,193,sedan
182,49,321,181,sedan
181,50,321,179,sedan
116,33,246,165,sedan
116,34,245,165,sedan
258,82,403,223,sedan
258,82,403,224,sedan
233,73,387,213,sedan
187,51,320,172,sedan
244,111,401,258,sedan
166,43,304,170,sedan
167,43,305,168,sedan
126,18,257,139,sedan
126,18,255,138,sedan
142,69,285,213,sedan
142,69,284,213,sedan
253,71,397,209,sedan
245,67,394,209,sedan
227,82,379,229,sedan
182,96,335,249,sedan
150,86,314,250,sedan
200,50,344,175,sedan
251,89,400,227,sedan
222,39,350,153,sedan
262,107,412,257,sedan
222,89,367,237,sedan
168,82,307,223,sedan
186,71,328,209,sedan
170,60,326,214,sedan
241,109,403,265,sedan
184,25,322,148,sedan
175,97,337,252,sedan
126,28,267,168,suv
126,29,267,171,suv
126,29,267,171,suv
250,78,394,215,sedan
249,106,408,261,sedan
108,22,244,146,sedan
160,73,302,217,sedan
160,75,303,217,sedan
160,74,303,215,sedan
189,64,336,205,sedan
278,89,416,230,sedan
279,88,416,230,sedan
279,89,416,229,sedan
231,95,384,250,sedan
160,13,306,160,suv
77,71,224,198,sedan
171,58,314,191,sedan
170,58,315,189,sedan
151,47,287,184,sedan
146,30,273,150,sedan
231,82,382,222,sedan
136,43,273,165,sedan
228,60,372,190,sedan
125,28,256,152,sedan
256,97,399,245,sedan
204,69,354,215,sedan
117,47,246,174,sedan
117,48,246,174,sedan
149,129,311,293,sedan
168,68,314,207,sedan
192,55,332,185,sedan
264,48,416,211,suv
202,64,354,208,sedan
161,57,321,213,sedan
101,47,245,181,sedan
100,48,245,182,sedan
98,46,244,179,sedan
152,20,294,171,suv
191,58,336,186,sedan
266,96,416,258,sedan
155,31,285,151,sedan
154,30,286,150,sedan
114,37,254,166,sedan
116,38,254,167,sedan
123,72,276,215,sedan
146,54,282,186,sedan
170,55,296,179,sedan
234,74,391,222,sedan
184,18,313,141,sedan
165,71,317,224,sedan
221,58,364,191,sedan
160,67,305,206,sedan
267,85,416,234,sedan
197,34,323,155,sedan
210,38,349,170,sedan
185,54,325,186,sedan
164,49,301,176,sedan
252,60,385,185,sedan
252,60,385,184,sedan
213,100,366,237,sedan
